"","Team","year_group","W/L%","EFG","Opp_EFG","TTP","DTTP","ORebRate","DRebRate","FTR","OFTR","EFG_diff","TTP_diff","RebRate_diff","FTR_diff"
"25","Portland Trail Blazers","2013-2014",0.530487804878049,0.500938695934725,0.499607423269094,0.229797919973467,0.204341284680457,0.248395126424735,0.697797824356593,0.207451801574121,0.191434689507495,0.00133127266563099,0.0254566352930092,-0.449402697931858,0.0160171120666262
"26","Sacramento Kings","2013-2014",0.341463414634146,0.487381126554499,0.514964983413196,0.236142086539129,0.22215084845565,0.255755490870601,0.696270718232044,0.229334308705194,0.230519719867306,-0.0275838568586969,0.0139912380834793,-0.440515227361444,-0.00118541116211171
"27","San Antonio Spurs","2013-2014",0.731707317073171,0.533804275464162,0.480697474167623,0.229346334111278,0.235842451641295,0.204496634684233,0.709573508568483,0.196316295583993,0.181615958668197,0.0531068012965381,-0.00649611753001725,-0.50507687388425,0.0147003369157954
"28","Toronto Raptors","2013-2014",0.5,0.493397000671491,0.496326343180775,0.229128528759996,0.235129738949983,0.243003229278794,0.697394228075091,0.227560993807357,0.241925608449411,-0.00292934250928306,-0.00600121018998695,-0.454390998796297,-0.0143646146420541
"29","Utah Jazz","2013-2014",0.414634146341463,0.488100583744948,0.509553415725226,0.240306954742523,0.221867410450747,0.257026476578411,0.70005675368899,0.208426882203263,0.226173326256729,-0.0214528319802773,0.0184395442917752,-0.443030277110578,-0.0177464440534661
"30","Washington Wizards","2013-2014",0.445121951219512,0.49092778961287,0.493735464025808,0.242940595950592,0.246952252614325,0.235583311187882,0.711174629100313,0.185998677734518,0.213069247505439,-0.00280767441293833,-0.00401165666373288,-0.475591317912431,-0.0270705697709208
"31","Atlanta Hawks","2015-2016",0.658536585365854,0.521619439142563,0.485583507532617,0.235389706200596,0.258900247430604,0.190099549979545,0.686957631444615,0.193143444428131,0.189432711021408,0.0360359316099462,-0.0235105412300081,-0.49685808146507,0.00371073340672248
"32","Boston Celtics","2015-2016",0.536585365853659,0.488505747126437,0.490442655935614,0.220357095498475,0.244823409168339,0.229064039408867,0.702177293934681,0.191754422190103,0.219531474561656,-0.00193690880917691,-0.0244663136698635,-0.473113254525814,-0.0277770523715531
"33","Brooklyn Nets","2015-2016",0.359756097560976,0.491183328475663,0.520292149384759,0.232246282078708,0.223841941690099,0.227290863146695,0.708051877870846,0.19272806761877,0.180254731236958,-0.0291088209090962,0.00840434038860904,-0.480761014724151,0.0124733363818124
"34","Charlotte Hornets","2015-2016",0.49390243902439,0.478886964053703,0.491940147462773,0.20829612523519,0.21899785923441,0.196584440227704,0.733799896319336,0.211563447379818,0.18982217724447,-0.01305318340907,-0.0107017339992199,-0.537215456091632,0.021741270135348
"35","Chicago Bulls","2015-2016",0.560975609756098,0.487864251449846,0.479400360060933,0.225927726846855,0.200226395803157,0.239200102550955,0.700234192037471,0.212787284313024,0.181969256335688,0.00846389138891268,0.025701331043698,-0.461034089486516,0.030818027977336
"36","Cleveland Cavaliers","2015-2016",0.670731707317073,0.521978425185294,0.49907993522744,0.224449141887219,0.22156932766289,0.24216098819058,0.723744292237443,0.204447053643502,0.190784631238039,0.0228984899578539,0.00287981422432948,-0.481583304046863,0.0136624224054627
"37","Dallas Mavericks","2015-2016",0.560975609756098,0.508610792192882,0.503776706711747,0.209964398639662,0.238721124462132,0.211238020217934,0.705366492146597,0.203788748564868,0.201208546147759,0.0048340854811344,-0.0287567258224701,-0.494128471928663,0.00258020241710882
"38","Denver Nuggets","2015-2016",0.384146341463415,0.483722900925076,0.509556215159632,0.229800283368593,0.219411263938676,0.245074664324256,0.719298245614035,0.210084033613445,0.227539274596395,-0.0258333142345563,0.0103890194299171,-0.474223581289779,-0.0174552409829493
"39","Detroit Pistons","2015-2016",0.463414634146341,0.486619469026549,0.50317055393586,0.218896657787925,0.223605577689243,0.259877085162423,0.727529601722282,0.190513274336283,0.194096209912536,-0.0165510849093114,-0.00470891990131811,-0.467652516559859,-0.00358293557625328
"40","Golden State Warriors","2015-2016",0.853658536585366,0.551133184107443,0.474191758013043,0.223580676740985,0.23934742125527,0.225632012978234,0.706040268456376,0.187395075545607,0.212085472457333,0.0769414260943997,-0.0157667445142846,-0.480408255478141,-0.024690396911726
"41","Houston Rockets","2015-2016",0.591463414634146,0.514036113751005,0.500895415472779,0.247577941203712,0.251770406261647,0.24996690056931,0.681403234220136,0.233642810146941,0.213180515759312,0.0131406982782258,-0.00419246505793516,-0.431436333650825,0.0204622943876283
"42","Indiana Pacers","2015-2016",0.50609756097561,0.490803099427909,0.483704350356467,0.233583041436802,0.233014422617721,0.222062850436824,0.724392136575272,0.202983561445434,0.210752218827295,0.00709874907144198,0.00056861881908124,-0.502329286138448,-0.00776865738186108
"43","Los Angeles Clippers","2015-2016",0.664634146341463,0.528442122304805,0.486670075231904,0.201449269734262,0.236930334100035,0.208448753462604,0.706968278731149,0.217676061520347,0.226645241399459,0.0417720470729012,-0.0354810643657734,-0.498519525268545,-0.00896917987911214
"44","Los Angeles Lakers","2015-2016",0.231707317073171,0.466478248425873,0.520339595375722,0.223509565400315,0.202512891556992,0.227555334493907,0.721275725773477,0.215798511734402,0.216546242774566,-0.0538613469498496,0.0209966738433225,-0.49372039127957,-0.000747731040164623
"45","Memphis Grizzlies","2015-2016",0.591463414634146,0.483005432388783,0.504527124705166,0.218118191296844,0.254943034778767,0.236077804423128,0.708505937586302,0.222360886800763,0.216388952293997,-0.0215216923163834,-0.0368248434819221,-0.472428133163174,0.00597193450676667
"46","Miami Heat","2015-2016",0.518292682926829,0.503723036769786,0.494864925206519,0.234815775179507,0.229750637242427,0.222254004576659,0.710224976424626,0.218315805634452,0.204435513879586,0.00885811156326649,0.00506513793707991,-0.487970971847967,0.0138802917548653
"47","Milwaukee Bucks","2015-2016",0.451219512195122,0.49922002674194,0.498925766780264,0.25118208975829,0.25785431518335,0.239701410008294,0.685863174772849,0.200861684742237,0.221069788116758,0.000294259961676535,-0.0066722254250603,-0.446161764764555,-0.0202081033745206
"48","Minnesota Timberwolves","2015-2016",0.274390243902439,0.482762455516014,0.530298668585822,0.235708158451028,0.230785664490304,0.238963142972864,0.689069831631245,0.251408659549229,0.193450881612091,-0.047536213069808,0.004922493960724,-0.450106688658381,0.0579577779371382
"49","New Orleans Pelicans","2015-2016",0.457317073170732,0.499096494398265,0.509203126141261,0.218033969074835,0.211013936826588,0.227620808027462,0.724100475220638,0.199494036863029,0.209845884157476,-0.0101066317429955,0.00702003224824663,-0.496479667193176,-0.0103518472944472
"50","New York Knicks","2015-2016",0.298780487804878,0.476711724948575,0.499376238350334,0.238284270550338,0.208901619389284,0.222755578619616,0.699144613739642,0.192624155157214,0.218536728553607,-0.0226645134017591,0.0293826511610543,-0.476389035120026,-0.0259125733963926
"51","Oklahoma City Thunder","2015-2016",0.609756097560976,0.507781142173086,0.486549295774648,0.231032337163622,0.215132071015234,0.277697841726619,0.72316384180791,0.221111189352862,0.209014084507042,0.0212318463984386,0.015900266148388,-0.445466000081291,0.0120971048458202
"52","Orlando Magic","2015-2016",0.365853658536585,0.496909143185739,0.513559322033898,0.235057616816513,0.233609747451005,0.219252041085067,0.727422003284072,0.171794134560092,0.212232866617539,-0.0166501788481594,0.00144786936550803,-0.508169962199005,-0.0404387320574467
"53","Philadelphia 76ers","2015-2016",0.170731707317073,0.472994730679157,0.503698332124728,0.27400159932264,0.243365384973328,0.221339387060159,0.686198611852643,0.190573770491803,0.232994923857868,-0.0307036014455711,0.0306362143493123,-0.464859224792484,-0.0424211533660648
"54","Phoenix Suns","2015-2016",0.378048780487805,0.49423733636881,0.50993353561624,0.252366411631728,0.233468558322314,0.234955921809122,0.718236472945892,0.19735344336938,0.229085392284352,-0.01569619924743,0.0188978533094144,-0.483280551136769,-0.0317319489149724
"55","Portland Trail Blazers","2015-2016",0.579268292682927,0.509439988643623,0.489621836792721,0.227394958642971,0.207589809697737,0.235833225764812,0.726771047227926,0.191354957768472,0.203298265567245,0.0198181518509016,0.0198051489452347,-0.490937821463114,-0.011943307798773
"56","Sacramento Kings","2015-2016",0.378048780487805,0.500255474452555,0.513962765957447,0.243338616804366,0.223217653715579,0.238018090995005,0.710604687297682,0.244014598540146,0.200867861142217,-0.0137072915048921,0.0201209630887873,-0.472586596302678,0.0431467373979287
"57","San Antonio Spurs","2015-2016",0.74390243902439,0.521610138451395,0.480582166543847,0.216897032120719,0.242129027009437,0.220296337713167,0.737430902869176,0.198520254926379,0.186293294030951,0.0410279719075488,-0.0252319948887182,-0.517134565156009,0.0122269608954284
"58","Toronto Raptors","2015-2016",0.640243902439024,0.506074974070233,0.501664324284341,0.211021462765114,0.227030607237049,0.232529794149512,0.70831084727469,0.243517558156764,0.204452992085213,0.00441064978589201,-0.0160091444719352,-0.475781053125177,0.0390645660715506
"59","Utah Jazz","2015-2016",0.475609756097561,0.497439816583875,0.493415042630938,0.247624601104725,0.229975946710164,0.258439402324294,0.725449800851531,0.213450515857852,0.204247868453106,0.00402477395293677,0.0176486543945612,-0.467010398527237,0.00920264740474652
"60","Washington Wizards","2015-2016",0.530487804878049,0.504955508934385,0.498249708284714,0.232975186553508,0.239430175569204,0.215551974214343,0.724429193612248,0.191998842508862,0.213827304550758,0.00670580064967058,-0.00645498901569583,-0.508877219397904,-0.0218284620418964
